title,br_id,media_type,distributor,genres,rating,bluray_ratings,media_img,release_date
The Return of the Living Dead (1985),135955,blu_ray,Shout Factory,Horror; Sci-Fi; Comedy,7.9,3D = 0.0; 4K = 0.0; Audio = 4.2; Extras = 5.0; Video = 4.3,https://images2.static-bluray.com/movies/covers/135955_medium.jpg?t=1459876262,"Jul 19, 2016"
Return of the Living Dead 3 (1993),164314,blu_ray,Lionsgate Films,Horror; Romance; Sci-Fi,6.6,3D = 0.0; 4K = 0.0; Audio = 4.2; Extras = 4.6; Video = 3.8,https://images3.static-bluray.com/movies/covers/164314_medium.jpg?t=1474496460,"Nov 22, 2016"
The Return of Ultraman (1971-1972),257408,blu_ray,Mill Creek Entertainment,Action; Adventure; Fantasy; Foreign; Sci-Fi; Supernatural,7.3,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/covers/257408_medium.jpg?t=1575212613,1972
Return to Nuke 'Em High: Vol. 1 (2013),74642,blu_ray,Starz / Anchor Bay,Horror; Dark humor; Musical; Sci-Fi; Comedy,6.9,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 5.0; Video = 4.0,https://images.static-bluray.com/movies/covers/74642_medium.jpg?t=1397346354,"Mar 18, 2014"
The Revenant 4K (2015),147639,blu_ray,20th Century Fox,Period; Drama; Western,8.2,3D = 0.0; 4K = 4.3; Audio = 5.0; Extras = 1.5; Video = 4.6,https://images2.static-bluray.com/movies/covers/147639_medium.jpg?t=1462607198,"Apr 19, 2016"
Revenge of the Ninja (1983),122387,blu_ray,Kino Lorber,Martial arts; Action; Drama,6.4,3D = 0.0; 4K = 0.0; Audio = 3.0; Extras = 2.5; Video = 3.0,https://images3.static-bluray.com/movies/covers/122387_medium.jpg?t=1443392398,"May 26, 2015"
Ringu Collection (1998-2000),248908,blu_ray,Arrow,Horror; Foreign; Supernatural; Mystery; Thriller,6.3,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.0; Video = 4.0,https://images.static-bluray.com/movies/covers/248908_medium.jpg?t=1574055979,2000
RoboCop (1987),251851,blu_ray,Arrow,Thriller; Action; Sci-Fi; Crime,8.2,3D = 0.0; 4K = 0.0; Audio = 4.2; Extras = 4.8; Video = 4.5,https://images2.static-bluray.com/movies/covers/251851_medium.jpg?t=1567451893,"Nov 26, 2019"
RoboCop Trilogy Collection (1987-1993),99676,blu_ray,Metro-Goldwyn-Mayer,Action; Thriller; Sci-Fi; Crime; Drama,6.2,3D = 0.0; 4K = 0.0; Audio = 4.8; Extras = 4.2; Video = 4.5,https://images.static-bluray.com/movies/covers/99676_medium.jpg?t=1400813316,1993
Robot Jox (1989),115801,blu_ray,Shout Factory,Sci-Fi; Action,6,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.5; Video = 3.5,https://images4.static-bluray.com/movies/covers/115801_medium.jpg?t=1429406333,"Jul 07, 2015"
Robot Wars (1993),196988,blu_ray,Full Moon Features,Action; Sci-Fi,5.6,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 2.0; Video = 4.0,https://images.static-bluray.com/movies/covers/196988_medium.jpg?t=1516662208,"Dec 15, 2017"
Robowar (1988),242748,blu_ray,Severin Films,Action; Adventure; Comedy,6.1,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/covers/242748_medium.jpg?t=1559059413,"Jun 25, 2019"
Rocky (1976-2006),139462,blu_ray,Metro-Goldwyn-Mayer,Sport; Action; Drama,7.1,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/covers/139462_medium.jpg?t=1440732220,2006
Rosemary's Baby (1968),37146,blu_ray,Criterion,Drama; Horror; Psychological thriller; Mystery; Surreal; Supernatural,8.4,3D = 0.0; 4K = 0.0; Audio = 4.7; Extras = 4.7; Video = 4.7,https://images.static-bluray.com/movies/covers/37146_medium.jpg?t=1541540649,"Oct 30, 2012"
S.W.A.T. (2003),191793,blu_ray,Mill Creek Entertainment,Action; Thriller; Crime,6,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 1.5; Video = 2.2,https://images4.static-bluray.com/movies/covers/191793_medium.jpg?t=1570589794,"Jan 16, 2018"
Salem's Lot (1979),213963,blu_ray,Warner Bros.,Horror; Thriller; Mystery,6.7,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/covers/213963_medium.jpg?t=1541158223,"Oct 02, 2018"
"Salò, or the 120 Days of Sodom (1975)",26530,blu_ray,Criterion,Foreign; Drama; Erotic; War; Thriller,6.8,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 4.7; Video = 4.8,https://images2.static-bluray.com/movies/covers/26530_medium.jpg?t=1533764504,"Oct 04, 2011"
Samurai Cop (1991),111066,blu_ray,Cinema Epoch,Action; Adventure; Crime,5.9,3D = 0.0; 4K = 0.0; Audio = 4.2; Extras = 4.5; Video = 4.0,https://images3.static-bluray.com/movies/covers/111066_medium.jpg?t=1413842774,"Nov 25, 2014"
Saturn 3 (1980),79202,blu_ray,Shout Factory,Adventure; Sci-Fi; Thriller,6.3,3D = 0.0; 4K = 0.0; Audio = 4.2; Extras = 4.0; Video = 4.2,https://images2.static-bluray.com/movies/covers/79202_medium.jpg?t=1396138297,"Dec 03, 2013"
Savage Beach (1989),234116,blu_ray,Mill Creek Entertainment,Action; Adventure,6.3,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.0; Video = 4.5,https://images.static-bluray.com/movies/covers/234116_medium.jpg?t=1556143819,"Jul 09, 2019"
Savage Dawn (1985),257816,blu_ray,Vinegar Syndrome,Action,6.6,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 3.0; Video = 5.0,https://images.static-bluray.com/movies/covers/257816_medium.jpg?t=1575043600,"Nov 29, 2019"
Saving Private Ryan 4K (1998),200172,blu_ray,Paramount Pictures,Action; Epic; War; History; Melodrama; Drama,8.9,3D = 0.0; 4K = 4.9; Audio = 4.9; Extras = 4.0; Video = 4.6,https://images2.static-bluray.com/movies/covers/200172_medium.jpg?t=1520290084,"May 08, 2018"
Saw: The Complete Movie Collection (2004-2010),110234,blu_ray,Lionsgate Films,Horror; Thriller; Crime; Mystery,6.2,3D = 0.0; 4K = 0.0; Audio = 4.1; Extras = 1.8; Video = 3.9,https://images3.static-bluray.com/movies/covers/110234_medium.jpg?t=1450495842,2010
Scanners (1981),64496,blu_ray,Criterion,Horror; Sci-Fi; Thriller,7.2,3D = 0.0; 4K = 0.0; Audio = 4.2; Extras = 4.8; Video = 4.3,https://images3.static-bluray.com/movies/covers/64496_medium.jpg?t=1542681992,"Jul 15, 2014"
Scanners II: The New Order / Scanners III: The Takeover (1991),71878,blu_ray,Shout Factory,Horror; Sci-Fi; Holiday; Action,5.8,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 0.0; Video = 2.5,https://images3.static-bluray.com/movies/covers/71878_medium.jpg?t=1396233830,"Sep 10, 2013"
Scarecrows (1988),109615,blu_ray,Shout Factory,Horror; Supernatural; Thriller,6.4,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.0; Video = 3.5,https://images2.static-bluray.com/movies/covers/109615_medium.jpg?t=1425958183,"Jun 02, 2015"
Scared Stiff (1987),231503,blu_ray,Arrow,Horror,5.8,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 2.0; Video = 4.0,https://images2.static-bluray.com/movies/covers/231503_medium.jpg?t=1548453643,"Apr 23, 2019"
Scarface (1983),27797,blu_ray,Universal Studios,Crime; Action; Drama; Melodrama,8.3,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 2.5; Video = 2.5,https://images4.static-bluray.com/movies/covers/27797_medium.jpg?t=1368552671,"Oct 11, 2011"
Screamers (1995),133089,blu_ray,Shout Factory,Horror; Thriller; Sci-Fi; Action,6,3D = 0.0; 4K = 0.0; Audio = 2.5; Extras = 2.0; Video = 4.0,https://images4.static-bluray.com/movies/covers/133089_medium.jpg?t=1545886378,"Jan 29, 2019"
Seven Samurai (1954),7737,blu_ray,Criterion,Drama; Foreign; Period; Martial arts; Epic; Adventure; Action,9.1,3D = 0.0; 4K = 0.0; Audio = 4.4; Extras = 4.8; Video = 4.4,https://images4.static-bluray.com/movies/covers/7737_medium.jpg?t=1533607486,"Oct 19, 2010"
The Seventh Seal (1957),4774,blu_ray,Criterion,Drama; Foreign; Surreal; Imaginary,8.5,3D = 0.0; 4K = 0.0; Audio = 4.8; Extras = 4.8; Video = 4.9,https://images4.static-bluray.com/movies/covers/4774_medium.jpg?t=1533698193,"Jun 16, 2009"
Sgt. Kabukiman N.Y.P.D. (1990),122636,blu_ray,Troma,Action; Adventure; Comedy; Fantasy,6.8,3D = 0.0; 4K = 0.0; Audio = 2.0; Extras = 4.0; Video = 4.0,https://images2.static-bluray.com/movies/covers/122636_medium.jpg?t=1446266207,"Nov 10, 2015"
"Sheba, Baby (1975)",143738,blu_ray,Arrow,Action; Crime; Drama; Thriller,6.4,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.2; Video = 3.8,https://images2.static-bluray.com/movies/covers/143738_medium.jpg?t=1446845095,"Feb 09, 2016"
Shin Godzilla (2016),170824,blu_ray,FUNimation Entertainment,Foreign; Horror; Sci-Fi; Action; Thriller,7.6,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 1.6; Video = 4.5,https://images4.static-bluray.com/movies/covers/170824_medium.jpg?t=1495032529,"Aug 01, 2017"
The Shining (1980),213965,blu_ray,Warner Bros.,Drama; Horror; Psychological thriller; Mystery; Supernatural,8.8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/covers/213965_medium.jpg?t=1541158387,"Oct 02, 2018"
Shocker (1989),132728,blu_ray,Shout Factory,Horror; Thriller; Comedy,6,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 4.0; Video = 3.5,https://images3.static-bluray.com/movies/covers/132728_medium.jpg?t=1435237415,"Sep 08, 2015"
Shocking Dark (1989),190648,blu_ray,Severin Films,Horror; Sci-Fi; Action,5.9,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 1.0; Video = 3.5,https://images2.static-bluray.com/movies/covers/190648_medium.jpg?t=1526770553,"May 29, 2018"
Sicario: Day of the Soldado 4K (2018),208845,blu_ray,Sony Pictures,Action; Thriller; Crime; Drama,7.3,3D = 0.0; 4K = 4.6; Audio = 4.9; Extras = 2.1; Video = 4.6,https://images.static-bluray.com/movies/covers/208845_medium.jpg?t=1539141145,"Oct 02, 2018"
Sicario 4K (2015),147731,blu_ray,Lionsgate Films,Action; Drama; Thriller; Crime; Mystery,8.1,3D = 0.0; 4K = 4.1; Audio = 4.8; Extras = 1.8; Video = 4.6,https://images.static-bluray.com/movies/covers/147731_medium.jpg?t=1452629820,"Mar 01, 2016"
The Silence of the Lambs (1991),190191,blu_ray,Criterion,Drama; Thriller; Crime; Psychological thriller; Horror,8.8,3D = 0.0; 4K = 0.0; Audio = 4.9; Extras = 4.9; Video = 4.9,https://images3.static-bluray.com/movies/covers/190191_medium.jpg?t=1544829625,"Feb 13, 2018"
"Silent Night, Deadly Night (1984)",184364,blu_ray,Shout Factory,Horror; Thriller; Holiday,6.4,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.8; Video = 3.5,https://images4.static-bluray.com/movies/covers/184364_medium.jpg?t=1511284909,"Dec 05, 2017"
Silent Rage (1982),219669,blu_ray,Mill Creek Entertainment,Horror; Action,6.3,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 0.0; Video = 4.0,https://images.static-bluray.com/movies/covers/219669_medium.jpg?t=1542325272,"Oct 30, 2018"
Silver Bullet (1985),134390,blu_ray,Shout Factory,Horror; Mystery; Thriller; Adventure; Drama,6.7,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 5.0; Video = 4.0,https://images4.static-bluray.com/movies/covers/134390_medium.jpg?t=1568149007,"Dec 17, 2019"
The Simpsons Movie (2007),601,blu_ray,20th Century Fox,Family; Comedy; Animation; Adventure,7.5,3D = 0.0; 4K = 0.0; Audio = 4.3; Extras = 3.8; Video = 4.7,https://images.static-bluray.com/movies/covers/601_medium.jpg?t=1376327610,"Dec 18, 2007"
Sister Street Fighter Collection (1974-1976),228240,blu_ray,Arrow,Foreign; Martial arts; Action; Adventure,6.7,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 4.0; Video = 3.5,https://images2.static-bluray.com/movies/covers/228240_medium.jpg?t=1550612006,1976
Slaughter High (1986),187382,blu_ray,Lionsgate Films,Horror; Comedy,6.2,3D = 0.0; 4K = 0.0; Audio = 3.2; Extras = 3.2; Video = 3.5,https://images.static-bluray.com/movies/covers/187382_medium.jpg?t=1506117954,"Oct 31, 2017"
Slaughterhouse (1987),109911,blu_ray,Vinegar Syndrome,Horror; Comedy,6.5,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 5.0; Video = 5.0,https://images3.static-bluray.com/movies/covers/109911_medium.jpg?t=1483541048,"Feb 28, 2017"
The Slayer (1982),179469,blu_ray,Arrow,Horror,6,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.5; Video = 4.0,https://images4.static-bluray.com/movies/covers/179469_medium.jpg?t=1494620258,"Aug 22, 2017"
Sleepaway Camp (1983),79563,blu_ray,Shout Factory,Horror; Thriller,6.8,3D = 0.0; 4K = 0.0; Audio = 4.1; Extras = 3.8; Video = 4.1,https://images2.static-bluray.com/movies/covers/79563_medium.jpg?t=1463362424,"May 27, 2014"
Sleepaway Camp II: Unhappy Campers (1988),79562,blu_ray,Shout Factory,Horror; Dark humor,6.3,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 4.0; Video = 3.0,https://images.static-bluray.com/movies/covers/79562_medium.jpg?t=1425957351,"Jun 09, 2015"
Sleepaway Camp III: Teenage Wasteland (1989),79561,blu_ray,Shout Factory,Horror,5.9,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.5; Video = 3.0,https://images4.static-bluray.com/movies/covers/79561_medium.jpg?t=1425957560,"Jun 09, 2015"
Slugs (1988),157720,blu_ray,Arrow,Horror,6.4,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.5; Video = 4.0,https://images2.static-bluray.com/movies/covers/157720_medium.jpg?t=1465903578,"Sep 27, 2016"
The Slumber Party Massacre (1982),79560,blu_ray,Shout Factory,Horror; Thriller,6.6,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.2; Video = 4.1,https://images3.static-bluray.com/movies/covers/79560_medium.jpg?t=1386304998,"Mar 18, 2014"
Smokey and the Bandit (1977),179378,blu_ray,Universal Studios,Comedy; Crime; Action,7.3,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/covers/179378_medium.jpg?t=1500875101,"May 02, 2017"
Snakes on a Plane (2006),5576,blu_ray,New Line Cinema,Thriller; Horror; Action,5.8,3D = 0.0; 4K = 0.0; Audio = 4.2; Extras = 4.0; Video = 4.2,https://images3.static-bluray.com/movies/covers/5576_medium.jpg?t=0,"Sep 29, 2009"
The Social Network (2010),18811,blu_ray,Sony Pictures,Drama; Biography; History,8.3,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 4.1; Video = 4.5,https://images3.static-bluray.com/movies/covers/18811_medium.jpg?t=1380495605,"Jan 11, 2011"
Society (1989),133995,blu_ray,Arrow,Horror; Comedy,6.9,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/covers/133995_medium.jpg?t=1434369088,"Sep 08, 2015"
Solaris (1972),20744,blu_ray,Criterion,Drama; Foreign; Mystery; Romance; Sci-Fi,8.1,3D = 0.0; 4K = 0.0; Audio = 4.4; Extras = 4.6; Video = 4.4,https://images3.static-bluray.com/movies/covers/20744_medium.jpg?t=1534960657,"May 24, 2011"
The Soldier (1982),177479,blu_ray,Kino Lorber,Action; Adventure; Thriller,6.2,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 3.0; Video = 4.2,https://images.static-bluray.com/movies/covers/177479_medium.jpg?t=1513027400,"Mar 27, 2018"
Solomon Kane (2009),72847,blu_ray,Starz / Anchor Bay,Action; Fantasy; Adventure,6.8,3D = 0.0; 4K = 0.0; Audio = 4.6; Extras = 3.2; Video = 4.5,https://images2.static-bluray.com/movies/covers/72847_medium.jpg?t=1368771711,"Jul 16, 2013"
Sonny Boy (1989),142495,blu_ray,Shout Factory,Thriller; Drama; Action,6.8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/covers/142495_medium.jpg?t=1444709712,"Jan 26, 2016"
SpaceCamp (1986),48170,blu_ray,Kino Lorber,Family; Sci-Fi; Adventure,6.4,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 3.0; Video = 3.0,https://images2.static-bluray.com/movies/covers/48170_medium.jpg?t=1500414885,"Sep 26, 2017"
Spiders Triple Feature (2000-2013),231024,blu_ray,Echo Bridge Entertainment,Horror; Sci-Fi; Thriller,6.1,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/covers/231024_medium.jpg?t=1550841594,2013
Spirited Away (2001),184141,blu_ray,Shout Factory,Anime; Foreign; Fantasy; Family; Adventure; Surreal; Supernatural,8.7,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 3.7; Video = 5.0,https://images3.static-bluray.com/movies/covers/184141_medium.jpg?t=1500573605,"Oct 17, 2017"
Splatter University (1984),227069,blu_ray,Vinegar Syndrome,Horror; Thriller; Mystery,5.3,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 4.5; Video = 4.5,https://images4.static-bluray.com/movies/covers/227069_medium.jpg?t=1544750448,"Jan 29, 2019"
Spookies (1986),109953,blu_ray,Vinegar Syndrome,Horror,6.7,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 5.0; Video = 5.0,https://images.static-bluray.com/movies/covers/109953_medium.jpg?t=1575035543,"Nov 29, 2019"
Spy (2015),127266,blu_ray,20th Century Fox,Comedy; Action,7,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 4.6; Video = 4.4,https://images2.static-bluray.com/movies/covers/127266_medium.jpg?t=1447113578,"Sep 29, 2015"
Squirm (1976),106443,blu_ray,Shout Factory,Horror,6.4,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.5; Video = 4.0,https://images4.static-bluray.com/movies/covers/106443_medium.jpg?t=1444118580,"Oct 28, 2014"
Stalker (1979),79343,blu_ray,Criterion,Drama; Foreign; Sci-Fi,8.1,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 3.5; Video = 4.8,https://images2.static-bluray.com/movies/covers/79343_medium.jpg?t=1544912871,"Jul 18, 2017"
Star Trek: The Next Generation Motion Picture Collection (1994-2002),145048,blu_ray,Paramount Pictures,Adventure; Action; Sci-Fi,6.8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/covers/145048_medium.jpg?t=1453059976,2002
Star Trek: The Original Motion Picture Collection (1979-1991),147610,blu_ray,Paramount Pictures,Adventure; Sci-Fi; Action; Mystery,7.1,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 4.5; Video = 3.5,https://images3.static-bluray.com/movies/covers/147610_medium.jpg?t=1569445606,1991
Star Wars: The Complete Saga (1977-2005),137947,blu_ray,20th Century Fox,Adventure; Action; Sci-Fi; Fantasy; Epic,7.6,3D = 0.0; 4K = 0.0; Audio = 4.7; Extras = 4.3; Video = 4.5,https://images.static-bluray.com/movies/covers/137947_medium.jpg?t=1439504241,2005
Stargate: The Movie (1994),6569,blu_ray,Lionsgate Films,Action; Adventure; Sci-Fi; Fantasy,7.4,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 3.8; Video = 4.1,https://images4.static-bluray.com/movies/covers/6569_medium.jpg?t=1380931121,"Oct 27, 2009"
Starship Troopers 4K (1997),179772,blu_ray,Sony Pictures,Action; Sci-Fi; Thriller; War; Adventure,7.6,3D = 0.0; 4K = 4.7; Audio = 4.8; Extras = 4.0; Video = 4.4,https://images3.static-bluray.com/movies/covers/179772_medium.jpg?t=1499857702,"Sep 19, 2017"
Step Brothers (2008),1262,blu_ray,Sony Pictures,Comedy,7.1,3D = 0.0; 4K = 0.0; Audio = 3.8; Extras = 4.3; Video = 4.1,https://images.static-bluray.com/movies/covers/1262_medium.jpg?t=0,"Dec 02, 2008"
Stick (1985),214880,blu_ray,Kino Lorber,Action; Crime; Drama; Thriller,6.3,3D = 0.0; 4K = 0.0; Audio = 4.2; Extras = 2.8; Video = 4.0,https://images.static-bluray.com/movies/covers/214880_medium.jpg?t=1569547622,"Dec 10, 2019"
Street Trash (1987),69208,blu_ray,Synapse Films,Horror; Dark humor,7,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 5.0; Video = 4.8,https://images3.static-bluray.com/movies/covers/69208_medium.jpg?t=1395442115,"Jul 09, 2013"
Streets of Vengeance (2016),206949,blu_ray,Slasher // Video,Horror; Thriller; Action,0,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/covers/206949_medium.jpg?t=1529446661,"Jul 24, 2018"
The Stuff (1985),96068,blu_ray,Arrow,Horror; Sci-Fi; Comedy,6.5,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.0; Video = 4.5,https://images3.static-bluray.com/movies/covers/96068_medium.jpg?t=1452720952,"Apr 19, 2016"
Sudden Fury (1975),220350,blu_ray,Vinegar Syndrome,Crime; Drama; Thriller,7.5,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.5; Video = 4.5,https://images2.static-bluray.com/movies/covers/220350_medium.jpg?t=1541028425,"Dec 11, 2018"
Sunshine (2007),622,blu_ray,20th Century Fox,Thriller; Sci-Fi; Mystery; Drama; Psychological thriller; Adventure,7.7,3D = 0.0; 4K = 0.0; Audio = 4.8; Extras = 4.2; Video = 4.6,https://images2.static-bluray.com/movies/covers/622_medium.jpg?t=1440183276,"Jan 08, 2008"
Surf Nazis Must Die (1987),204401,blu_ray,88 Films,Horror; Action; Comedy; Drama,5.6,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/covers/204401_medium.jpg?t=1533991218,"Aug 27, 2018"
Suspiria (2018),224156,blu_ray,Lionsgate Films,Horror; Mystery; Supernatural; Period; Thriller; Fantasy,7.1,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 1.8; Video = 4.5,https://images2.static-bluray.com/movies/covers/224156_medium.jpg?t=1547999111,"Jan 29, 2019"
Swamp Thing (1982),69511,blu_ray,Shout Factory,Horror; Sci-Fi; Comic book; Action,6.2,3D = 0.0; 4K = 0.0; Audio = 4.1; Extras = 3.8; Video = 3.6,https://images2.static-bluray.com/movies/covers/69511_medium.jpg?t=1582931203,"Aug 06, 2013"
Sweet Sweetback's Baadasssss Song (1971),128556,blu_ray,Vinegar Syndrome,Action; Crime; Thriller,6.6,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 5.0; Video = 4.0,https://images3.static-bluray.com/movies/covers/128556_medium.jpg?t=1522206753,"May 29, 2018"
The Sword and the Claw (1975),189976,blu_ray,AGFA,Action; Adventure; Comedy; War,7,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 1.5; Video = 3.2,https://images4.static-bluray.com/movies/covers/189976_medium.jpg?t=1506463541,"Jan 23, 2018"
The Taking of Beverly Hills (1991),183075,blu_ray,Kino Lorber,Action,6,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 2.5; Video = 3.5,https://images4.static-bluray.com/movies/covers/183075_medium.jpg?t=1510957413,"Jan 16, 2018"
Tales from the Crypt Presents: Bordello of Blood (1996),51715,blu_ray,Shout Factory,Horror; Comedy,6.3,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.5; Video = 3.0,https://images.static-bluray.com/movies/covers/51715_medium.jpg?t=1437743144,"Oct 20, 2015"
Tales from the Hood (1995),167720,blu_ray,Shout Factory,Horror; Thriller,6.8,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.0; Video = 3.5,https://images3.static-bluray.com/movies/covers/167720_medium.jpg?t=1483659220,"Apr 18, 2017"
Talladega Nights: The Ballad of Ricky Bobby (2006),163467,blu_ray,Sony Pictures,Comedy; Action; Sport,6.8,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 4.5; Video = 4.5,https://images3.static-bluray.com/movies/covers/163467_medium.jpg?t=1473107009,"Oct 25, 2016"
Tammy and the T-Rex 4K (1994),255759,blu_ray,Vinegar Syndrome,Comedy; Sci-Fi,6,3D = 0.0; 4K = 5.0; Audio = 4.0; Extras = 4.5; Video = 5.0,https://images3.static-bluray.com/movies/covers/255759_medium.jpg?t=1571944818,"Jan 28, 2020"
Tentacles / Reptilicus (1961-1977),115388,blu_ray,Shout Factory,Horror; Sci-Fi; Action,5.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/covers/115388_medium.jpg?t=1425958729,1977
The Terminator Anthology (1984-2009),51917,blu_ray,Warner Bros.,Action; Thriller; Sci-Fi; Adventure; Epic,7.7,3D = 0.0; 4K = 0.0; Audio = 4.2; Extras = 4.0; Video = 3.8,https://images.static-bluray.com/movies/covers/51917_medium.jpg?t=1571944105,2009
TerrorVision / The Video Dead (1986-1987),56846,blu_ray,Shout Factory,Horror; Sci-Fi; Comedy,5.6,3D = 0.0; 4K = 0.0; Audio = 2.5; Extras = 2.5; Video = 3.5,https://images3.static-bluray.com/movies/covers/56846_medium.jpg?t=1421810616,1987
The Texas Chain Saw Massacre (1974),203115,blu_ray,MPI Media Group,Horror; Thriller,8.2,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 2.5; Video = 4.5,https://images4.static-bluray.com/movies/covers/203115_medium.jpg?t=1523652709,"Jun 08, 2018"
Texas Chainsaw Massacre: The Next Generation (1994),206900,blu_ray,Shout Factory,Horror; Dark humor,4.4,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 4.0; Video = 3.0,https://images3.static-bluray.com/movies/covers/206900_medium.jpg?t=1529694088,"Dec 11, 2018"
Theres Nothing Out There (1991),227068,blu_ray,Vinegar Syndrome,Horror; Sci-Fi; Dark humor,6.5,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 5.0; Video = 4.5,https://images3.static-bluray.com/movies/covers/227068_medium.jpg?t=1544750424,"Jan 29, 2019"
They Live (1988),178883,blu_ray,Shout Factory,Horror; Thriller; Sci-Fi; Action,7.8,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.0; Video = 3.5,https://images3.static-bluray.com/movies/covers/178883_medium.jpg?t=1496722616,"Aug 01, 2017"
Thief (1981),142896,blu_ray,Criterion,Drama; Film-Noir; Crime; Heist; Thriller; Action,8.1,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 4.0; Video = 5.0,https://images4.static-bluray.com/movies/covers/142896_medium.jpg?t=1542410871,"Dec 15, 2015"
The Thing (1982),156983,blu_ray,Shout Factory,Horror; Thriller; Mystery; Sci-Fi,8.8,3D = 0.0; 4K = 0.0; Audio = 4.7; Extras = 4.8; Video = 4.6,https://images4.static-bluray.com/movies/covers/156983_medium.jpg?t=1465488821,"Oct 11, 2016"
